Financial Year,Month,Local Board,Location Name,_Sum of Checkouts Actual
FY20,Feb,Albert - Eden,Mt Albert,28450
FY20,Feb,Puketapapa,Mt Roskill,30663
FY20,Feb,Whau,New Lynn,18416
FY20,Feb,Kaipatiki,Northcote,9476
FY20,Feb,Maungakiekie-Tamaki,Onehunga,13904
FY20,Feb,Other,Online Renewals,0
FY20,Feb,Hibiscus and Bays,Orewa,27438
FY20,Feb,Mangere-Otahuhu,Otahuhu,3062
FY20,Feb,Otara-Papatoetoe,Otara,1237
FY20,Feb,Other,Other,0
FY20,Feb,Howick,Pakuranga,17471
FY20,Feb,Maungakiekie-Tamaki,Panmure,10406
FY20,Feb,Papakura,Papakura,19373
FY20,Feb,Otara-Papatoetoe,Papatoetoe,8383
FY20,Feb,Waitemata,Parnell,10516
FY20,Feb,Albert - Eden,Pt Chevalier,12408
FY20,Feb,Franklin,Pukekohe,23698
FY20,Feb,Henderson - Massey,Ranui,8838
FY20,Feb,Orakei,Remuera,27409
FY20,Feb,Orakei,St Heliers,29633
FY20,Feb,Devonport - Takapuna,Takapuna,29177
FY20,Feb,Henderson - Massey,Te Atatu Peninsula,12104
FY20,Feb,Henderson - Massey,Te Manawa,29185
FY20,Feb,Waitakere Ranges,Titirangi,14714
FY20,Feb,Otara-Papatoetoe,Tupu,1246
FY20,Feb,Waiheke,Waiheke,9655
FY20,Feb,Franklin,Waiuku,6944
FY20,Feb,Rodney,Warkworth,11825
FY20,Feb,Rodney,Wellsford,4965
FY20,Feb,Hibiscus and Bays,Whangaparaoa,19764
FY20,Mar,Upper Harbour,Albany Village,14356
FY20,Mar,Other,Art Gallery,55
FY20,Mar,Whau,Avondale,6776
FY20,Mar,Kaipatiki,Birkenhead,17021
FY20,Mar,Whau,Blockhouse Bay,14104
FY20,Mar,Howick,Botany,16819
FY20,Mar,Waitemata,Central City,21068
FY20,Mar,Manurewa,Clendon,2827
FY20,Mar,Other,Content and Access,204
FY20,Mar,Other,Corporate,79
FY20,Mar,Other,Debt,0
FY20,Mar,Devonport - Takapuna,Devonport,14383
FY20,Mar,Other,Digital Library,0
FY20,Mar,Other,Distribution Centre,0
FY20,Mar,Hibiscus and Bays,East Coast Bays,33556
FY20,Mar,Albert - Eden,Epsom,15841
FY20,Mar,Waitakere Ranges,Glen Eden,12334
FY20,Mar,Maungakiekie-Tamaki,Glen Innes,5859
FY20,Mar,Kaipatiki,Glenfield,19552
FY20,Mar,Great Barrier,Great Barrier,853
FY20,Mar,Waitemata,Grey Lynn,12171
FY20,Mar,Rodney,Helensville,4254
FY20,Mar,Henderson - Massey,Henderson,11935
FY20,Mar,Howick,Highland Park,18981
FY20,Mar,Mobile Libraries,Homecare North,102
FY20,Mar,Mobile Libraries,Homecare South,166
FY20,Mar,Mobile Libraries,Homecare West,62
FY20,Mar,Howick,Howick,18950
FY20,Mar,Rodney,Kumeu,8992
FY20,Mar,Waitemata,Leys Institute,0
FY20,Mar,Waitemata,Leys Institute Little,0
FY20,Mar,Other,Library Connect,73
FY20,Mar,Rodney,Mahurangi East,6450
FY20,Mar,Mangere-Otahuhu,Mangere Bridge,6373
FY20,Mar,Mangere-Otahuhu,Mangere East,1254
FY20,Mar,Mangere-Otahuhu,Mangere Town Centre,1896
FY20,Mar,Otara-Papatoetoe,Manukau,4656
FY20,Mar,Manurewa,Manurewa,10356
FY20,Mar,Henderson - Massey,Massey,0
FY20,Mar,Mobile Libraries,Mobile North,1323
FY20,Mar,Mobile Libraries,Mobile South & East,2623
FY20,Mar,Mobile Libraries,Mobile Tamariki,125
FY20,Mar,Mobile Libraries,Mobile Waka,288
FY20,Mar,Mobile Libraries,Mobile West & Central,2124
FY20,Mar,Albert - Eden,Mt Albert,22080
FY20,Mar,Puketapapa,Mt Roskill,22618
FY20,Mar,Whau,New Lynn,14091
FY20,Mar,Kaipatiki,Northcote,7880
FY20,Mar,Maungakiekie-Tamaki,Onehunga,11122
FY20,Mar,Other,Online Renewals,0
FY20,Mar,Hibiscus and Bays,Orewa,22623
FY20,Mar,Mangere-Otahuhu,Otahuhu,2148
FY20,Mar,Otara-Papatoetoe,Otara,1046
FY20,Mar,Other,Other,0
FY20,Mar,Howick,Pakuranga,13006
FY20,Mar,Maungakiekie-Tamaki,Panmure,8228
FY20,Mar,Papakura,Papakura,15106
FY20,Mar,Otara-Papatoetoe,Papatoetoe,6765
FY20,Mar,Waitemata,Parnell,7842
FY20,Mar,Albert - Eden,Pt Chevalier,10487
FY20,Mar,Franklin,Pukekohe,18577
FY20,Mar,Henderson - Massey,Ranui,7317
FY20,Mar,Orakei,Remuera,22165
FY20,Mar,Orakei,St Heliers,24508
FY20,Mar,Devonport - Takapuna,Takapuna,22677
FY20,Mar,Henderson - Massey,Te Atatu Peninsula,10760
FY20,Mar,Henderson - Massey,Te Manawa,22637
FY20,Mar,Waitakere Ranges,Titirangi,12734
FY20,Mar,Otara-Papatoetoe,Tupu,1253
FY20,Mar,Waiheke,Waiheke,8509
FY20,Mar,Franklin,Waiuku,6069
FY20,Mar,Rodney,Warkworth,9596
FY20,Mar,Rodney,Wellsford,4256
FY20,Mar,Hibiscus and Bays,Whangaparaoa,15925
FY20,Apr,Upper Harbour,Albany Village,0
FY20,Apr,Whau,Avondale,0
FY20,Apr,Kaipatiki,Birkenhead,0
FY20,Apr,Whau,Blockhouse Bay,0
FY20,Apr,Howick,Botany,0
FY20,Apr,Waitemata,Central City,0
FY20,Apr,Manurewa,Clendon,0
FY20,Apr,Other,Content and Access,2
FY20,Apr,Other,Corporate,0
FY20,Apr,Other,Debt,0
FY20,Apr,Devonport - Takapuna,Devonport,0
FY20,Apr,Other,Digital Library,0
FY20,Apr,Hibiscus and Bays,East Coast Bays,0
FY20,Apr,Albert - Eden,Epsom,0
FY20,Apr,Waitakere Ranges,Glen Eden,0
FY20,Apr,Maungakiekie-Tamaki,Glen Innes,0
FY20,Apr,Kaipatiki,Glenfield,0
FY20,Apr,Great Barrier,Great Barrier,0
FY20,Apr,Waitemata,Grey Lynn,0
FY20,Apr,Rodney,Helensville,0
FY20,Apr,Henderson - Massey,Henderson,0
FY20,Apr,Howick,Highland Park,0
FY20,Apr,Howick,Howick,0
FY20,Apr,Rodney,Kumeu,0
FY20,Apr,Waitemata,Leys Institute,0
FY20,Apr,Waitemata,Leys Institute Little,0
FY20,Apr,Other,Library Connect,7
FY20,Apr,Rodney,Mahurangi East,0
FY20,Apr,Mangere-Otahuhu,Mangere Bridge,0
FY20,Apr,Mangere-Otahuhu,Mangere East,0
FY20,Apr,Mangere-Otahuhu,Mangere Town Centre,0
FY20,Apr,Otara-Papatoetoe,Manukau,0
FY20,Apr,Manurewa,Manurewa,0
FY20,Apr,Henderson - Massey,Massey,0
FY20,Apr,Mobile Libraries,Mobile North,0
FY20,Apr,Mobile Libraries,Mobile South & East,0
FY20,Apr,Mobile Libraries,Mobile West & Central,0
FY20,Apr,Albert - Eden,Mt Albert,0
FY20,Apr,Puketapapa,Mt Roskill,0
FY20,Apr,Whau,New Lynn,0
FY20,Apr,Kaipatiki,Northcote,0
FY20,Apr,Maungakiekie-Tamaki,Onehunga,0
FY20,Apr,Other,Online Renewals,0
FY20,Apr,Hibiscus and Bays,Orewa,0
FY20,Apr,Mangere-Otahuhu,Otahuhu,0
FY20,Apr,Otara-Papatoetoe,Otara,0
FY20,Apr,Other,Other,0
FY20,Apr,Howick,Pakuranga,0
FY20,Apr,Maungakiekie-Tamaki,Panmure,0
FY20,Apr,Papakura,Papakura,0
FY20,Apr,Otara-Papatoetoe,Papatoetoe,0
FY20,Apr,Waitemata,Parnell,0
FY20,Apr,Albert - Eden,Pt Chevalier,0
FY20,Apr,Franklin,Pukekohe,0
FY20,Apr,Henderson - Massey,Ranui,0
FY20,Apr,Orakei,Remuera,0
FY20,Apr,Orakei,St Heliers,0
FY20,Apr,Devonport - Takapuna,Takapuna,0
FY20,Apr,Henderson - Massey,Te Atatu Peninsula,0
FY20,Apr,Henderson - Massey,Te Manawa,0
FY20,Apr,Waitakere Ranges,Titirangi,0
FY20,Apr,Otara-Papatoetoe,Tupu,0
FY20,Apr,Waiheke,Waiheke,0
FY20,Apr,Franklin,Waiuku,0
FY20,Apr,Rodney,Warkworth,0
FY20,Apr,Rodney,Wellsford,0
FY20,Apr,Hibiscus and Bays,Whangaparaoa,0
FY20,May,Upper Harbour,Albany Village,9460
FY20,May,Other,Art Gallery,16
FY20,May,Whau,Avondale,3
FY20,May,Kaipatiki,Birkenhead,18
FY20,May,Whau,Blockhouse Bay,9191
FY20,May,Howick,Botany,11789
FY20,May,Waitemata,Central City,11913
FY20,May,Manurewa,Clendon,1672
FY20,May,Other,Content and Access,24
FY20,May,Other,Corporate,5
FY20,May,Other,Debt,0
FY20,May,Devonport - Takapuna,Devonport,0
FY20,May,Other,Digital Library,0
FY20,May,Hibiscus and Bays,East Coast Bays,19896
FY20,May,Albert - Eden,Epsom,11476
FY20,May,Waitakere Ranges,Glen Eden,9050
FY20,May,Maungakiekie-Tamaki,Glen Innes,6
FY20,May,Kaipatiki,Glenfield,21
FY20,May,Great Barrier,Great Barrier,553
FY20,May,Waitemata,Grey Lynn,16
FY20,May,Rodney,Helensville,2444
FY20,May,Henderson - Massey,Henderson,8211
FY20,May,Howick,Highland Park,16668
FY20,May,Mobile Libraries,Homecare North,43
FY20,May,Mobile Libraries,Homecare West,31
FY20,May,Howick,Howick,4
FY20,May,Rodney,Kumeu,28
FY20,May,Waitemata,Leys Institute,0
FY20,May,Waitemata,Leys Institute Little,2126
FY20,May,Other,Library Connect,44
FY20,May,Rodney,Mahurangi East,134
FY20,May,Mangere-Otahuhu,Mangere Bridge,0
FY20,May,Mangere-Otahuhu,Mangere East,0
FY20,May,Mangere-Otahuhu,Mangere Town Centre,1319
FY20,May,Otara-Papatoetoe,Manukau,2660
FY20,May,Manurewa,Manurewa,0
FY20,May,Henderson - Massey,Massey,0
FY20,May,Mobile Libraries,Mobile North,150
FY20,May,Mobile Libraries,Mobile South & East,1000
FY20,May,Mobile Libraries,Mobile Waka,0
FY20,May,Mobile Libraries,Mobile West & Central,139
FY20,May,Albert - Eden,Mt Albert,16470
FY20,May,Puketapapa,Mt Roskill,15675
FY20,May,Whau,New Lynn,9254
FY20,May,Kaipatiki,Northcote,9907
FY20,May,Maungakiekie-Tamaki,Onehunga,53
FY20,May,Other,Online Renewals,0
FY20,May,Hibiscus and Bays,Orewa,15938
FY20,May,Mangere-Otahuhu,Otahuhu,1309
FY20,May,Otara-Papatoetoe,Otara,0
FY20,May,Other,Other,0
FY20,May,Howick,Pakuranga,0
FY20,May,Maungakiekie-Tamaki,Panmure,7063
FY20,May,Papakura,Papakura,9383
FY20,May,Otara-Papatoetoe,Papatoetoe,3666
FY20,May,Waitemata,Parnell,3
FY20,May,Albert - Eden,Pt Chevalier,0
FY20,May,Franklin,Pukekohe,11489
FY20,May,Henderson - Massey,Ranui,9
FY20,May,Orakei,Remuera,9
FY20,May,Orakei,St Heliers,15812
FY20,May,Devonport - Takapuna,Takapuna,18559
FY20,May,Henderson - Massey,Te Atatu Peninsula,5833
FY20,May,Henderson - Massey,Te Manawa,17112
FY20,May,Waitakere Ranges,Titirangi,27
FY20,May,Otara-Papatoetoe,Tupu,405
FY20,May,Waiheke,Waiheke,5078
FY20,May,Franklin,Waiuku,57
FY20,May,Rodney,Warkworth,6747
FY20,May,Rodney,Wellsford,27
FY20,May,Hibiscus and Bays,Whangaparaoa,69
FY20,Jun,Upper Harbour,Albany Village,19780
FY20,Jun,Other,Art Gallery,40
FY20,Jun,Whau,Avondale,8407
FY20,Jun,Kaipatiki,Birkenhead,23097
FY20,Jun,Whau,Blockhouse Bay,17721
FY20,Jun,Howick,Botany,24381
FY20,Jun,Waitemata,Central City,24348
FY20,Jun,Manurewa,Clendon,2892
FY20,Jun,Other,Content and Access,52
FY20,Jun,Other,Corporate,84
FY20,Jun,Other,Debt,0
FY20,Jun,Devonport - Takapuna,Devonport,19902
FY20,Jun,Other,Digital Library,0
FY20,Jun,Other,Distribution Centre,0
FY20,Jun,Hibiscus and Bays,East Coast Bays,43390
FY20,Jun,Albert - Eden,Epsom,21274
FY20,Jun,Waitakere Ranges,Glen Eden,15987
FY20,Jun,Maungakiekie-Tamaki,Glen Innes,6722
FY20,Jun,Kaipatiki,Glenfield,27834
FY20,Jun,Great Barrier,Great Barrier,1002
FY20,Jun,Waitemata,Grey Lynn,14381
FY20,Jun,Rodney,Helensville,5375
FY20,Jun,Henderson - Massey,Henderson,16415
FY20,Jun,Howick,Highland Park,25846
FY20,Jun,Mobile Libraries,Homecare North,147
FY20,Jun,Mobile Libraries,Homecare South,0
FY20,Jun,Mobile Libraries,Homecare West,160
FY20,Jun,Howick,Howick,25318
FY20,Jun,Rodney,Kumeu,12316
FY20,Jun,Waitemata,Leys Institute,0
FY20,Jun,Waitemata,Leys Institute Little,5073
FY20,Jun,Other,Library Connect,67
FY20,Jun,Rodney,Mahurangi East,7312
FY20,Jun,Mangere-Otahuhu,Mangere Bridge,8531
FY20,Jun,Mangere-Otahuhu,Mangere East,1660
FY20,Jun,Mangere-Otahuhu,Mangere Town Centre,2126
FY20,Jun,Otara-Papatoetoe,Manukau,6069
FY20,Jun,Manurewa,Manurewa,13840
FY20,Jun,Henderson - Massey,Massey,0
FY20,Jun,Mobile Libraries,Mobile North,1127
FY20,Jun,Mobile Libraries,Mobile South & East,3235
FY20,Jun,Mobile Libraries,Mobile Tamariki,124
FY20,Jun,Mobile Libraries,Mobile Waka,30
FY20,Jun,Mobile Libraries,Mobile West & Central,1668
FY20,Jun,Albert - Eden,Mt Albert,29798
FY20,Jun,Puketapapa,Mt Roskill,31073
FY20,Jun,Whau,New Lynn,18693
FY20,Jun,Kaipatiki,Northcote,11274
FY20,Jun,Maungakiekie-Tamaki,Onehunga,15869
FY20,Jun,Other,Online Renewals,0
FY20,Jun,Hibiscus and Bays,Orewa,28876
FY20,Jun,Mangere-Otahuhu,Otahuhu,2996
FY20,Jun,Otara-Papatoetoe,Otara,1028
FY20,Jun,Other,Other,0
FY20,Jun,Howick,Pakuranga,17853
FY20,Jun,Maungakiekie-Tamaki,Panmure,10854
FY20,Jun,Papakura,Papakura,18839
FY20,Jun,Otara-Papatoetoe,Papatoetoe,8944
FY20,Jun,Waitemata,Parnell,10930
FY20,Jun,Albert - Eden,Pt Chevalier,14403
FY20,Jun,Franklin,Pukekohe,22462
FY20,Jun,Henderson - Massey,Ranui,10122
FY20,Jun,Orakei,Remuera,28926
FY20,Jun,Orakei,St Heliers,30095
FY20,Jun,Devonport - Takapuna,Takapuna,30402
FY20,Jun,Henderson - Massey,Te Atatu Peninsula,12581
FY20,Jun,Henderson - Massey,Te Manawa,31180
FY20,Jun,Waitakere Ranges,Titirangi,15629
FY20,Jun,Otara-Papatoetoe,Tupu,813
FY20,Jun,Waiheke,Waiheke,10296
FY20,Jun,Franklin,Waiuku,7822
FY20,Jun,Rodney,Warkworth,11411
FY20,Jun,Rodney,Wellsford,5893
FY20,Jun,Hibiscus and Bays,Whangaparaoa,22256
FY21,Jul,Upper Harbour,Albany Village,23027
FY21,Jul,Other,Art Gallery,50
FY21,Jul,Other,Automatic Renewals,0
FY21,Jul,Whau,Avondale,8643
FY21,Jul,Kaipatiki,Birkenhead,22786
FY21,Jul,Whau,Blockhouse Bay,20515
FY21,Jul,Howick,Botany,28396
FY21,Jul,Waitemata,Central City,28371
FY21,Jul,Manurewa,Clendon,3111
FY21,Jul,Other,Content and Access,108
FY21,Jul,Other,Corporate,70
FY21,Jul,Other,Debt,0
FY21,Jul,Devonport - Takapuna,Devonport,20370
FY21,Jul,Other,Digital Library,0
FY21,Jul,Other,Distribution Centre,0
FY21,Jul,Hibiscus and Bays,East Coast Bays,47968
FY21,Jul,Albert - Eden,Epsom,23901
FY21,Jul,Waitakere Ranges,Glen Eden,18224
FY21,Jul,Maungakiekie-Tamaki,Glen Innes,7900
FY21,Jul,Kaipatiki,Glenfield,28838
FY21,Jul,Great Barrier,Great Barrier,1140
FY21,Jul,Waitemata,Grey Lynn,13290
FY21,Jul,Rodney,Helensville,6621
FY21,Jul,Henderson - Massey,Henderson,18415
FY21,Jul,Howick,Highland Park,28484
FY21,Jul,Mobile Libraries,Homecare North,328
FY21,Jul,Mobile Libraries,Homecare West,48
FY21,Jul,Howick,Howick,27130
FY21,Jul,Rodney,Kumeu,12801
FY21,Jul,Waitemata,Leys Institute,0
FY21,Jul,Waitemata,Leys Institute Little,5740
FY21,Jul,Other,Library Connect,90
FY21,Jul,Rodney,Mahurangi East,7204
FY21,Jul,Mangere-Otahuhu,Mangere Bridge,8709
FY21,Jul,Mangere-Otahuhu,Mangere East,1758
FY21,Jul,Mangere-Otahuhu,Mangere Town Centre,2947
FY21,Jul,Otara-Papatoetoe,Manukau,8059
FY21,Jul,Manurewa,Manurewa,14929
FY21,Jul,Henderson - Massey,Massey,0
FY21,Jul,Mobile Libraries,Mobile North,1500
FY21,Jul,Mobile Libraries,Mobile South & East,3611
FY21,Jul,Mobile Libraries,Mobile Tamariki,175
FY21,Jul,Mobile Libraries,Mobile Waka,165
FY21,Jul,Mobile Libraries,Mobile West & Central,1781
FY21,Jul,Albert - Eden,Mt Albert,33914
FY21,Jul,Puketapapa,Mt Roskill,35301
FY21,Jul,Whau,New Lynn,22485
FY21,Jul,Kaipatiki,Northcote,12813
FY21,Jul,Maungakiekie-Tamaki,Onehunga,17354
FY21,Jul,Other,Online Renewals,0
FY21,Jul,Hibiscus and Bays,Orewa,32723
FY21,Jul,Mangere-Otahuhu,Otahuhu,3388
FY21,Jul,Otara-Papatoetoe,Otara,1061
FY21,Jul,Other,Other,0
FY21,Jul,Howick,Pakuranga,19704
FY21,Jul,Maungakiekie-Tamaki,Panmure,12035
FY21,Jul,Papakura,Papakura,22270
FY21,Jul,Otara-Papatoetoe,Papatoetoe,10368
FY21,Jul,Waitemata,Parnell,11131
FY21,Jul,Albert - Eden,Pt Chevalier,14480
FY21,Jul,Franklin,Pukekohe,25753
FY21,Jul,Henderson - Massey,Ranui,9976
FY21,Jul,Orakei,Remuera,29898
FY21,Jul,Orakei,St Heliers,32854
FY21,Jul,Devonport - Takapuna,Takapuna,33466
FY21,Jul,Henderson - Massey,Te Atatu Peninsula,13876
FY21,Jul,Henderson - Massey,Te Manawa,36170
FY21,Jul,Waitakere Ranges,Titirangi,15957
FY21,Jul,Otara-Papatoetoe,Tupu,1197
FY21,Jul,Waiheke,Waiheke,11041
FY21,Jul,Franklin,Waiuku,8393
FY21,Jul,Rodney,Warkworth,13203
FY21,Jul,Rodney,Wellsford,6145
FY21,Jul,Hibiscus and Bays,Whangaparaoa,22029
FY21,Aug,Upper Harbour,Albany Village,8703
FY21,Aug,Other,Art Gallery,21
FY21,Aug,Other,Automatic Renewals,0
FY21,Aug,Whau,Avondale,3377
FY21,Aug,Kaipatiki,Birkenhead,8849
FY21,Aug,Whau,Blockhouse Bay,7762
FY21,Aug,Howick,Botany,10670
FY21,Aug,Waitemata,Central City,9858
FY21,Aug,Manurewa,Clendon,1176
FY21,Aug,Other,Content and Access,64
FY21,Aug,Other,Corporate,30
FY21,Aug,Other,Debt,0
FY21,Aug,Devonport - Takapuna,Devonport,8122
FY21,Aug,Other,Digital Library,0
FY21,Aug,Hibiscus and Bays,East Coast Bays,18794
FY21,Aug,Albert - Eden,Epsom,9310
FY21,Aug,Waitakere Ranges,Glen Eden,7310
FY21,Aug,Maungakiekie-Tamaki,Glen Innes,3130
FY21,Aug,Kaipatiki,Glenfield,10791
FY21,Aug,Great Barrier,Great Barrier,365
FY21,Aug,Waitemata,Grey Lynn,5476
FY21,Aug,Rodney,Helensville,2203
FY21,Aug,Henderson - Massey,Henderson,7331
FY21,Aug,Howick,Highland Park,11004
FY21,Aug,Mobile Libraries,Homecare North,177
FY21,Aug,Mobile Libraries,Homecare West,12
FY21,Aug,Howick,Howick,10727
FY21,Aug,Rodney,Kumeu,4505
FY21,Aug,Waitemata,Leys Institute,0
FY21,Aug,Waitemata,Leys Institute Little,2261
FY21,Aug,Other,Library Connect,41
FY21,Aug,Rodney,Mahurangi East,2877
FY21,Aug,Mangere-Otahuhu,Mangere Bridge,3461
FY21,Aug,Mangere-Otahuhu,Mangere East,828
FY21,Aug,Mangere-Otahuhu,Mangere Town Centre,933
FY21,Aug,Otara-Papatoetoe,Manukau,2485
FY21,Aug,Manurewa,Manurewa,5562
FY21,Aug,Henderson - Massey,Massey,0
FY21,Aug,Mobile Libraries,Mobile North,452
FY21,Aug,Mobile Libraries,Mobile South & East,1536
FY21,Aug,Mobile Libraries,Mobile Tamariki,86
FY21,Aug,Mobile Libraries,Mobile Waka,132
FY21,Aug,Mobile Libraries,Mobile West & Central,593
FY21,Aug,Albert - Eden,Mt Albert,12581
FY21,Aug,Puketapapa,Mt Roskill,13248
FY21,Aug,Whau,New Lynn,8405
FY21,Aug,Kaipatiki,Northcote,4664
FY21,Aug,Maungakiekie-Tamaki,Onehunga,6685
FY21,Aug,Other,Online Renewals,0
FY21,Aug,Hibiscus and Bays,Orewa,13296
FY21,Aug,Mangere-Otahuhu,Otahuhu,1405
FY21,Aug,Otara-Papatoetoe,Otara,463
FY21,Aug,Other,Other,0
FY21,Aug,Howick,Pakuranga,8095
FY21,Aug,Maungakiekie-Tamaki,Panmure,4674
FY21,Aug,Papakura,Papakura,8739
FY21,Aug,Otara-Papatoetoe,Papatoetoe,3778
FY21,Aug,Waitemata,Parnell,4560
FY21,Aug,Albert - Eden,Pt Chevalier,5832
FY21,Aug,Franklin,Pukekohe,9976
FY21,Aug,Henderson - Massey,Ranui,3658
FY21,Aug,Orakei,Remuera,12075
FY21,Aug,Orakei,St Heliers,12638
FY21,Aug,Devonport - Takapuna,Takapuna,12658
FY21,Aug,Henderson - Massey,Te Atatu Peninsula,4864
FY21,Aug,Henderson - Massey,Te Manawa,14131
FY21,Aug,Waitakere Ranges,Titirangi,6318
FY21,Aug,Otara-Papatoetoe,Tupu,358
FY21,Aug,Waiheke,Waiheke,4313
FY21,Aug,Franklin,Waiuku,3276
FY21,Aug,Rodney,Warkworth,5304
FY21,Aug,Rodney,Wellsford,2059
FY21,Aug,Hibiscus and Bays,Whangaparaoa,8819
FY21,Sep,Upper Harbour,Albany Village,21570
FY21,Sep,Other,Art Gallery,20
FY21,Sep,Other,Automatic Renewals,0
FY21,Sep,Whau,Avondale,8708
FY21,Sep,Kaipatiki,Birkenhead,23581
FY21,Sep,Whau,Blockhouse Bay,20174
FY21,Sep,Howick,Botany,23287
FY21,Sep,Waitemata,Central City,24001
FY21,Sep,Manurewa,Clendon,3170
FY21,Sep,Other,Content and Access,92
FY21,Sep,Other,Corporate,34
FY21,Sep,Other,Debt,0
FY21,Sep,Devonport - Takapuna,Devonport,19644
FY21,Sep,Other,Digital Library,0
FY21,Sep,Other,Distribution Centre,0
FY21,Sep,Hibiscus and Bays,East Coast Bays,45293
FY21,Sep,Albert - Eden,Epsom,22822
FY21,Sep,Waitakere Ranges,Glen Eden,16553
FY21,Sep,Maungakiekie-Tamaki,Glen Innes,7743
FY21,Sep,Kaipatiki,Glenfield,27671
FY21,Sep,Great Barrier,Great Barrier,989
FY21,Sep,Waitemata,Grey Lynn,14243
FY21,Sep,Rodney,Helensville,5835
FY21,Sep,Henderson - Massey,Henderson,16535
FY21,Sep,Howick,Highland Park,27307
FY21,Sep,Mobile Libraries,Homecare North,77
FY21,Sep,Mobile Libraries,Homecare South,33
FY21,Sep,Mobile Libraries,Homecare West,0
FY21,Sep,Howick,Howick,26101
FY21,Sep,Rodney,Kumeu,11352
FY21,Sep,Waitemata,Leys Institute,0
FY21,Sep,Waitemata,Leys Institute Little,6240
FY21,Sep,Other,Library Connect,126
FY21,Sep,Rodney,Mahurangi East,6786
FY21,Sep,Mangere-Otahuhu,Mangere Bridge,8679
FY21,Sep,Mangere-Otahuhu,Mangere East,1588
FY21,Sep,Mangere-Otahuhu,Mangere Town Centre,2199
FY21,Sep,Otara-Papatoetoe,Manukau,5778
FY21,Sep,Manurewa,Manurewa,13462
FY21,Sep,Henderson - Massey,Massey,0
FY21,Sep,Mobile Libraries,Mobile North,940
FY21,Sep,Mobile Libraries,Mobile South & East,3100
FY21,Sep,Mobile Libraries,Mobile Tamariki,41
FY21,Sep,Mobile Libraries,Mobile Waka,228
FY21,Sep,Mobile Libraries,Mobile West & Central,432
FY21,Sep,Albert - Eden,Mt Albert,31409
FY21,Sep,Puketapapa,Mt Roskill,33894
FY21,Sep,Whau,New Lynn,18956
FY21,Sep,Kaipatiki,Northcote,10819
FY21,Sep,Maungakiekie-Tamaki,Onehunga,16354
FY21,Sep,Other,Online Renewals,0
FY21,Sep,Hibiscus and Bays,Orewa,31601
FY21,Sep,Mangere-Otahuhu,Otahuhu,2877
FY21,Sep,Otara-Papatoetoe,Otara,1226
FY21,Sep,Other,Other,0
FY21,Sep,Howick,Pakuranga,17543
FY21,Sep,Maungakiekie-Tamaki,Panmure,12076
FY21,Sep,Papakura,Papakura,20237
FY21,Sep,Otara-Papatoetoe,Papatoetoe,9180
FY21,Sep,Waitemata,Parnell,10450
FY21,Sep,Albert - Eden,Pt Chevalier,14639
FY21,Sep,Franklin,Pukekohe,24708
FY21,Sep,Henderson - Massey,Ranui,9756
FY21,Sep,Orakei,Remuera,29519
FY21,Sep,Orakei,St Heliers,33203
FY21,Sep,Devonport - Takapuna,Takapuna,31534
FY21,Sep,Henderson - Massey,Te Atatu Peninsula,12219
FY21,Sep,Henderson - Massey,Te Manawa,34204
FY21,Sep,Waitakere Ranges,Titirangi,16243
FY21,Sep,Otara-Papatoetoe,Tupu,1353
FY21,Sep,Waiheke,Waiheke,10858
FY21,Sep,Franklin,Waiuku,7822
FY21,Sep,Rodney,Warkworth,12709
FY21,Sep,Rodney,Wellsford,5070
FY21,Sep,Hibiscus and Bays,Whangaparaoa,22075
FY21,Oct,Upper Harbour,Albany Village,18609
FY21,Oct,Other,Art Gallery,46
FY21,Oct,Other,Automatic Renewals,0
FY21,Oct,Whau,Avondale,7344
FY21,Oct,Kaipatiki,Birkenhead,19571
FY21,Oct,Whau,Blockhouse Bay,17218
FY21,Oct,Howick,Botany,22453
FY21,Oct,Waitemata,Central City,21805
FY21,Oct,Manurewa,Clendon,2760
FY21,Oct,Other,Content and Access,66
FY21,Oct,Other,Corporate,69
FY21,Oct,Other,Debt,0
FY21,Oct,Devonport - Takapuna,Devonport,16971
FY21,Oct,Other,Digital Library,0
FY21,Oct,Other,Distribution Centre,0
FY21,Oct,Hibiscus and Bays,East Coast Bays,40323
FY21,Oct,Albert - Eden,Epsom,19118
FY21,Oct,Waitakere Ranges,Glen Eden,14374
FY21,Oct,Maungakiekie-Tamaki,Glen Innes,6948
FY21,Oct,Kaipatiki,Glenfield,25308
FY21,Oct,Great Barrier,Great Barrier,790
FY21,Oct,Waitemata,Grey Lynn,11472
FY21,Oct,Rodney,Helensville,5142
FY21,Oct,Henderson - Massey,Henderson,14974
FY21,Oct,Howick,Highland Park,23693
FY21,Oct,Mobile Libraries,Homecare North,333
FY21,Oct,Mobile Libraries,Homecare West,67
FY21,Oct,Howick,Howick,21868
FY21,Oct,Rodney,Kumeu,9963
FY21,Oct,Waitemata,Leys Institute,0
FY21,Oct,Waitemata,Leys Institute Little,5796
FY21,Oct,Other,Library Connect,76
FY21,Oct,Rodney,Mahurangi East,5964
FY21,Oct,Mangere-Otahuhu,Mangere Bridge,7262
FY21,Oct,Mangere-Otahuhu,Mangere East,1884
FY21,Oct,Mangere-Otahuhu,Mangere Town Centre,2109
FY21,Oct,Otara-Papatoetoe,Manukau,5248
FY21,Oct,Manurewa,Manurewa,11819
FY21,Oct,Henderson - Massey,Massey,0
